,Project ID,country_atlas,un-region,bureau,year,title_atlas,description,sector,budget_atlas,expense,sdgs,solution,donors_atlas,funding source,lifetime budget
461,48524,BRA,Asia-Pacific Group,RBAP,2018,BRA/09/G31 - Energy Efficiency in Buildings,"The project objective is to influence, transform and develop the marked for energy-efficient building operations in Brazil","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",336081,238501,"[7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,4814344
462,95168,BRA,Asia-Pacific Group,RBAP,2018,BRA/16/G71 - Institutional Strengthening (phase VIII),O objetivo do projeto é contribuir para a proteção da camada de ozônio por meio do apoio ao Governo brasileiro na implementação dos compromissos assumidos perante o Protocolo de Montreal.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",176623,168133,"[15, 7, 9]",['Close the energy gap'],['MONTREAL PROTOCOL'],Non-VF,584244
463,91839,BRA,Asia-Pacific Group,RBAP,2019,BRA/16/G76 - Hydrochlorofluorocarbons (HCFCs) Phase Out Management Plan (Stage II),"BRA/16/G76-Stage II of HCFC Phase out Mngt Plan (HPMP - Stage II) aims to continue the work being undertaken under Stage I, in the Brazilian PU foam sector, with aims to implement actions addressed to phase out 303.0 ODP t of HCFC consumption by 2021.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",3427265,2596600,"[15, 7, 9]",['Close the energy gap'],"['GOVERNMENT OF ITALY', 'MONTREAL PROTOCOL']",Non-VF,13158083
464,77784,BRA,Asia-Pacific Group,RBAP,2019,BRA/14/G31 PIMS 4675 Production of biomass-based charcoa,BRA/14/G31 - The proposed UNDP/GEF initiative is aimed at reducing the greenhouse gas emissions from the iron and steel sector in the Brazilian State of Minas Gerais.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",2379818,1645830,"[7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,9132654
465,83645,BRA,Asia-Pacific Group,RBAP,2019,Mainstreaming Biodiversity Conversation and Sustainable Use into NTFP and AFS production practicesn in Multiple-Use Forest Landscapes of High Conservation Value - EMBRAPA,BRA/14/G33 - Mainstreaming Biodiversity Conversation and Sustainable Use into NTFP and AFS production practicesn in Multiple-Use Forest Landscapes of High Conservation Value - EMBRAPA,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '19', 'name': 'Build resilience to shocks and crisis'}]",2050463,1142116,"[1, 15, 7]",['Promote nature-based solutions for a sustainable planet'],['Global Environment Fund Truste'],Non-VF,7039844
466,51455,BRA,Asia-Pacific Group,RBAP,2019,BRA/10/G31-PIMS 3515 SUCRE-Sugarcane Renewable Electricity,The overall objective of the project is to catalyze the establishement of a comercial market for sugarcane-based to the brazilian grid,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1813824,1585481,"[7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,8251276
467,97304,BRA,Asia-Pacific Group,RBAP,2019,BRA/17/G31 - PIMS-5896 - Taking Deforestation out of Soy Supply Chain in MATOPIBA region.,BRA/17/G31 - PIMS-5896 - Taking Deforestation out of Soy Supply Chain in MATOPIBA region.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1721143,1691935,"[7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,7176644
468,83642,BRA,Asia-Pacific Group,RBAP,2019,Sustainable Land Use Management in the Semiarid Region of Northeast Brazil - Sergipe,BRA/14/G32 - Sustainable Land Use Management in the Semiarid Region of Northeast Brazil - Sergipe,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '19', 'name': 'Build resilience to shocks and crisis'}]",624207,78742,"[1, 15, 7]",['Promote nature-based solutions for a sustainable planet'],['Global Environment Fund Truste'],Non-VF,5259676
469,95168,BRA,Asia-Pacific Group,RBAP,2019,BRA/16/G71 - Institutional Strengthening (phase VIII),O objetivo do projeto é contribuir para a proteção da camada de ozônio por meio do apoio ao Governo brasileiro na implementação dos compromissos assumidos perante o Protocolo de Montreal.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",90000,82512,"[15, 7, 9]",['Close the energy gap'],['MONTREAL PROTOCOL'],Non-VF,584244
470,91839,BRA,Asia-Pacific Group,RBAP,2020,BRA/16/G76 - Hydrochlorofluorocarbons (HCFCs) Phase Out Management Plan (Stage II),"BRA/16/G76-Stage II of HCFC Phase out Mngt Plan (HPMP - Stage II) aims to continue the work being undertaken under Stage I, in the Brazilian PU foam sector, with aims to implement actions addressed to phase out 303.0 ODP t of HCFC consumption by 2021.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",2047490,1628500,"[15, 7, 9]",['Close the energy gap'],"['GOVERNMENT OF ITALY', 'MONTREAL PROTOCOL']",Non-VF,13158083
471,51455,BRA,Asia-Pacific Group,RBAP,2020,BRA/10/G31-PIMS 3515 SUCRE-Sugarcane Renewable Electricity,The overall objective of the project is to catalyze the establishement of a comercial market for sugarcane-based to the brazilian grid,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1459864,978914,"[7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,8251276
472,97304,BRA,Asia-Pacific Group,RBAP,2020,BRA/17/G31 - PIMS-5896 - Taking Deforestation out of Soy Supply Chain in MATOPIBA region.,BRA/17/G31 - PIMS-5896 - Taking Deforestation out of Soy Supply Chain in MATOPIBA region.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1392629,910476,"[7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,7176644
473,77784,BRA,Asia-Pacific Group,RBAP,2020,BRA/14/G31 PIMS 4675 Production of biomass-based charcoa,BRA/14/G31 - The proposed UNDP/GEF initiative is aimed at reducing the greenhouse gas emissions from the iron and steel sector in the Brazilian State of Minas Gerais.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1245000,838135,"[7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,9132654
474,83645,BRA,Asia-Pacific Group,RBAP,2020,Mainstreaming Biodiversity Conversation and Sustainable Use into NTFP and AFS production practicesn in Multiple-Use Forest Landscapes of High Conservation Value - EMBRAPA,BRA/14/G33 - Mainstreaming Biodiversity Conversation and Sustainable Use into NTFP and AFS production practicesn in Multiple-Use Forest Landscapes of High Conservation Value - EMBRAPA,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '19', 'name': 'Build resilience to shocks and crisis'}]",766787,563289,"[1, 15, 7]",['Promote nature-based solutions for a sustainable planet'],['Global Environment Fund Truste'],Non-VF,7039844
475,83642,BRA,Asia-Pacific Group,RBAP,2020,Sustainable Land Use Management in the Semiarid Region of Northeast Brazil - Sergipe,BRA/14/G32 - Sustainable Land Use Management in the Semiarid Region of Northeast Brazil - Sergipe,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '19', 'name': 'Build resilience to shocks and crisis'}]",626184,149493,"[1, 15, 7]",['Promote nature-based solutions for a sustainable planet'],['Global Environment Fund Truste'],Non-VF,5259676
476,95168,BRA,Asia-Pacific Group,RBAP,2020,BRA/16/G71 - Institutional Strengthening (phase VIII),O objetivo do projeto é contribuir para a proteção da camada de ozônio por meio do apoio ao Governo brasileiro na implementação dos compromissos assumidos perante o Protocolo de Montreal.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",58121,25240,"[15, 7, 9]",['Close the energy gap'],['MONTREAL PROTOCOL'],Non-VF,584244
477,77784,BRA,Asia-Pacific Group,RBAP,2021,BRA/14/G31 PIMS 4675 Production of biomass-based charcoa,BRA/14/G31 - The proposed UNDP/GEF initiative is aimed at reducing the greenhouse gas emissions from the iron and steel sector in the Brazilian State of Minas Gerais.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1977809,1989409,"[7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,9132654
478,97304,BRA,Asia-Pacific Group,RBAP,2021,BRA/17/G31 - PIMS-5896 - Taking Deforestation out of Soy Supply Chain in MATOPIBA region.,BRA/17/G31 - PIMS-5896 - Taking Deforestation out of Soy Supply Chain in MATOPIBA region.,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1897398,944710,"[7, 9]",['Close the energy gap'],['Global Environment Fund Truste'],Non-VF,7176644
479,91839,BRA,Asia-Pacific Group,RBAP,2021,BRA/16/G76 - Hydrochlorofluorocarbons (HCFCs) Phase Out Management Plan (Stage II),"BRA/16/G76-Stage II of HCFC Phase out Mngt Plan (HPMP - Stage II) aims to continue the work being undertaken under Stage I, in the Brazilian PU foam sector, with aims to implement actions addressed to phase out 303.0 ODP t of HCFC consumption by 2021.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1548498,1113211,"[15, 7, 9]",['Close the energy gap'],"['GOVERNMENT OF ITALY', 'MONTREAL PROTOCOL']",Non-VF,13158083
480,83645,BRA,Asia-Pacific Group,RBAP,2021,Mainstreaming Biodiversity Conversation and Sustainable Use into NTFP and AFS production practicesn in Multiple-Use Forest Landscapes of High Conservation Value - EMBRAPA,BRA/14/G33 - Mainstreaming Biodiversity Conversation and Sustainable Use into NTFP and AFS production practicesn in Multiple-Use Forest Landscapes of High Conservation Value - EMBRAPA,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '19', 'name': 'Build resilience to shocks and crisis'}]",1176436,1040924,"[1, 15, 7]",['Promote nature-based solutions for a sustainable planet'],['Global Environment Fund Truste'],Non-VF,7039844
481,83642,BRA,Asia-Pacific Group,RBAP,2021,Sustainable Land Use Management in the Semiarid Region of Northeast Brazil - Sergipe,BRA/14/G32 - Sustainable Land Use Management in the Semiarid Region of Northeast Brazil - Sergipe,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '19', 'name': 'Build resilience to shocks and crisis'}]",576511,587052,"[1, 15, 7]",['Promote nature-based solutions for a sustainable planet'],['Global Environment Fund Truste'],Non-VF,5259676
482,91839,BRA,Asia-Pacific Group,RBAP,2022,BRA/16/G76 - Hydrochlorofluorocarbons (HCFCs) Phase Out Management Plan (Stage II),"BRA/16/G76-Stage II of HCFC Phase out Mngt Plan (HPMP - Stage II) aims to continue the work being undertaken under Stage I, in the Brazilian PU foam sector, with aims to implement actions addressed to phase out 303.0 ODP t of HCFC consumption by 2021.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '18', 'name': 'Accelerate structural transformations'}]",1271737,1103500,"[15, 7, 9]",['Close the energy gap'],"['GOVERNMENT OF ITALY', 'MONTREAL PROTOCOL']",Non-VF,13158083
483,137093,BRA,Asia-Pacific Group,RBAP,2022,BRA/22/G71 - Fortalecimento Institucional Fase 9,BRA/22/G71 - Fortalecimento Institucional para a implementação do Protocolo de Montreal no Brasil – 9ª Fase.,"[{'code': '18', 'name': 'Accelerate structural transformations'}]",118300,69698,"[7, 9]",['Close the energy gap'],['MONTREAL PROTOCOL'],Non-VF,118300
484,50279,BFA,Asia-Pacific Group,RBAP,2012,Programme National plateformes Multifocntionnelles Pour la Lutte contre la Pauvreté,Programme National  paltes Formes Multifocntionnelles Pour la Lutte contre la Pauvreté/Financement Bill&Melinda Gates,"[{'code': '1', 'name': 'Inclusive Growth'}]",1378753,1256925,[7],['Others'],"['BILL AND MELINDA GATES FOUNDATION', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,4447489
485,11575,BFA,Asia-Pacific Group,RBAP,2012,Réforme secteur  Energie,Réforme et développement du secteur de l'énergie au Burkina faso,[],2523,0,[],['Others'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2523
486,50279,BFA,Asia-Pacific Group,RBAP,2013,Programme National plateformes Multifocntionnelles Pour la Lutte contre la Pauvreté,Programme National  paltes Formes Multifocntionnelles Pour la Lutte contre la Pauvreté/Financement Bill&Melinda Gates,"[{'code': '1', 'name': 'Inclusive Growth'}]",1394033,127254,[7],['Others'],"['BILL AND MELINDA GATES FOUNDATION', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,4447489
487,61535,BFA,Asia-Pacific Group,RBAP,2013,Promotion du Jatropha Curcas comme source d‘agrocarburants durable au Burkina Faso,Développer et promouvoir un modèle de production rentable et dutilisation du jatropha comme biocarburant au niveau national. Contribue au développement rural en encourageant une production dhuile de jatropha,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",30,30,"[13, 7]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2151107
488,50279,BFA,Asia-Pacific Group,RBAP,2014,Programme National plateformes Multifocntionnelles Pour la Lutte contre la Pauvreté,Programme National  paltes Formes Multifocntionnelles Pour la Lutte contre la Pauvreté/Financement Bill&Melinda Gates,"[{'code': '1', 'name': 'Inclusive Growth'}]",715636,367331,[7],['Others'],"['BILL AND MELINDA GATES FOUNDATION', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,4447489
489,61535,BFA,Asia-Pacific Group,RBAP,2014,Promotion du Jatropha Curcas comme source d‘agrocarburants durable au Burkina Faso,Développer et promouvoir un modèle de production rentable et dutilisation du jatropha comme biocarburant au niveau national. Contribue au développement rural en encourageant une production dhuile de jatropha,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",10000,4855,"[13, 7]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2151107
490,50279,BFA,Asia-Pacific Group,RBAP,2015,Programme National plateformes Multifocntionnelles Pour la Lutte contre la Pauvreté,Programme National  paltes Formes Multifocntionnelles Pour la Lutte contre la Pauvreté/Financement Bill&Melinda Gates,"[{'code': '1', 'name': 'Inclusive Growth'}]",813440,822366,[7],['Others'],"['BILL AND MELINDA GATES FOUNDATION', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,4447489
491,89936,BFA,Asia-Pacific Group,RBAP,2015,Border Management and Border Communities,"The project on Border Management & Border Community supports strategy development with a coordination and resource mobilisation service at regional level, to support Government plans and community-identified initiatives.","[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '19', 'name': 'Build resilience to shocks and crisis'}]",200280,1023,"[16, 7]","['Strengthen effective, inclusive and accountable governance']","['GOVERNMENT OF JAPAN', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,714683
492,61535,BFA,Asia-Pacific Group,RBAP,2015,Promotion du Jatropha Curcas comme source d‘agrocarburants durable au Burkina Faso,Développer et promouvoir un modèle de production rentable et dutilisation du jatropha comme biocarburant au niveau national. Contribue au développement rural en encourageant une production dhuile de jatropha,"[{'code': '1', 'name': 'Inclusive Growth'}, {'code': '17', 'name': 'Eradicate poverty in all its forms and dimensions'}]",55000,7415,"[13, 7]",['Close the energy gap'],"['Global Environment Fund Truste', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2151107
